id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
14,0.996221,tcp,-,FIN,10,8,564,354,17.064487,254,252,4079.416016,2489.407471,2,1,110.691222,131.48,6542.815197,202.433047,255,2321780530,2975132930,255,0.169226,0.07516,0.094066,56,44,0,0,11,1,1,1,1,3,0,0,0,2,3,0,Normal,0
15,0.576755,tcp,-,FIN,10,8,534,354,29.475254,254,252,6671.810547,4299.919434,2,1,64.083889,72.27157,4194.544962,116.493234,255,3772251972,4281731981,255,0.113311,0.050849,0.062462,53,44,0,0,43,1,1,1,1,40,0,0,0,1,39,0,Normal,0
16,2e-06,udp,snmp,INT,2,0,138,0,500000.0013,254,0,276000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,69,0,0,0,1,2,1,1,1,4,0,0,0,2,1,0,Normal,0
17,0.728252,tcp,-,FIN,10,6,534,268,20.597266,254,252,5283.885254,2460.686768,2,1,80.916889,122.462203,5333.802207,231.801797,255,1735938977,4242381139,255,0.134571,0.079982,0.054589,53,45,0,0,43,1,2,2,1,40,0,0,0,2,39,0,Normal,0
18,0.393556,tcp,http,FIN,10,8,860,1096,43.195886,62,252,15733.46582,19494.04883,2,2,43.728444,47.669145,2124.837873,71.805867,255,3882971404,3084071099,255,0.120313,0.059201,0.061112,86,137,1,103,3,1,1,1,1,2,0,0,1,1,3,0,Normal,0
19,0.387852,tcp,-,FIN,10,6,534,268,38.674545,254,252,9921.30957,4620.318848,2,1,38.119667,68.279203,2226.182762,105.440859,255,527350728,2602577308,255,0.115979,0.046445,0.069534,53,45,0,0,43,1,2,2,1,40,0,0,0,2,39,0,Normal,0
20,0.53784,tcp,-,FIN,10,8,534,354,31.607913,254,252,7154.543945,4611.036621,2,1,59.669444,68.351859,3893.395914,104.835672,255,1082242371,490886647,255,0.114569,0.059368,0.055201,53,44,0,0,43,1,2,2,1,40,0,0,0,2,39,0,Normal,0
21,0.23372,tcp,-,FIN,10,6,534,268,64.179359,254,252,16464.14453,7667.293945,2,1,25.968889,40.812,1300.719343,65.724688,255,3154063438,720362539,255,0.086126,0.028996,0.05713,53,45,0,0,43,1,2,2,1,40,0,0,0,2,39,0,Normal,0
22,0.338017,tcp,http,FIN,10,6,998,268,44.376468,254,252,21277.03711,5301.508789,2,1,35.218111,56.579801,1928.55071,82.022258,255,2665974075,3521361798,255,0.154433,0.055109,0.099324,100,45,1,0,6,1,1,1,1,1,0,0,1,2,3,0,Normal,0
23,9e-06,sps,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,5,5,17,0,0,0,6,14,0,DoS,1
24,0.13358,sctp,-,CON,2,2,152,82,22.458452,254,60,4551.57959,2455.45752,0,0,0.003,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,76,41,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Exploits,1
25,6e-06,udp,-,INT,2,0,104,0,166666.6608,254,0,69333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,4,2,2,3,0,0,0,2,8,0,Fuzzers,1
26,9e-06,sps,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,5,5,17,0,0,0,6,14,0,DoS,1
27,0.13358,sctp,-,CON,2,2,152,82,22.458452,254,60,4551.57959,2455.45752,0,0,0.003,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,76,41,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Exploits,1
28,1.353107,tcp,-,FIN,10,8,564,354,12.563678,254,252,3003.458008,1832.818848,2,1,144.894444,181.946578,8726.786482,278.25625,255,2615090209,2376307598,255,0.181665,0.079479,0.102186,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
29,0.702279,tcp,-,FIN,10,6,2322,268,21.359033,254,252,23808.20313,2551.692627,2,1,73.809444,122.623398,3857.318033,183.028219,255,550738932,2168892220,255,0.140994,0.08913,0.051864,232,45,0,0,13,1,1,2,1,5,0,0,0,4,5,0,Fuzzers,1
30,9e-06,sps,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,5,5,17,0,0,0,6,14,0,Exploits,1
31,0.852259,tcp,http,FIN,10,8,1720,354,19.946988,254,252,14530.79395,2909.913574,2,1,89.576222,115.718,5477.651417,177.547625,255,594893562,328983692,255,0.128566,0.042232,0.086334,172,44,0,0,2,1,2,1,1,1,0,0,0,2,1,0,Exploits,1
32,0.189392,tcp,http,FIN,10,6,938,268,79.200811,254,252,35693.16406,9461.856445,2,1,19.554778,36.167199,1042.382465,61.355516,255,2161198022,4284243951,255,0.055861,0.008553,0.047308,94,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
33,1.1e-05,udp,-,INT,2,0,2992,0,90909.0902,254,0,1088000000.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1496,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
34,9e-06,sps,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,5,5,17,0,0,0,6,14,0,Exploits,1
35,0.516711,tcp,-,FIN,10,6,586,268,29.029767,254,252,8174.782715,3468.0896,2,1,54.670667,83.837797,2704.303944,118.291781,255,3223123776,3387654996,255,0.150502,0.097513,0.052989,59,45,0,0,13,1,1,1,1,5,0,0,0,2,5,0,Fuzzers,1
36,3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
37,59.738388,tcp,-,FIN,16,8,1056,364,0.385012,254,252,132.578064,42.719601,6,1,3982.5594,8506.515,473953.9917,20234.592,255,3322216216,769797405,255,0.148295,0.071834,0.076461,66,46,0,0,8,1,3,2,2,10,0,0,0,3,8,0,Fuzzers,1
38,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,7,2,2,2,2,2,0,0,0,3,2,0,Reconnaissance,1
39,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
40,9e-06,fc,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,5,4,4,17,0,0,0,6,14,0,DoS,1
41,0.439594,tcp,http,FIN,10,8,2226,2996,38.672047,254,252,36470.01563,47716.75781,2,2,48.843778,53.61257,2381.859445,88.234133,255,99940403,2798679011,255,0.139955,0.063625,0.07633,223,375,1,1044,2,1,38,1,1,38,0,0,1,38,1,0,Exploits,1
42,5.588975,tcp,-,FIN,18,14,1006,728,5.546634,254,252,1361.251343,967.619324,5,3,322.654706,423.459219,27929.94487,1050.044125,255,3617096191,2271488167,255,0.156778,0.084004,0.072774,56,52,0,0,2,1,1,1,1,1,0,0,0,26,1,0,Fuzzers,1
43,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
44,9e-06,pipe,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,5,4,4,17,0,0,0,6,14,0,DoS,1
45,1.089104,tcp,-,FIN,60,14,68181,612,67.027571,254,252,492478.1875,4179.582031,27,1,17.994101,76.229617,1828.937655,93.016906,255,3858546338,2926966020,255,0.156004,0.098111,0.057893,1136,44,0,0,4,1,2,2,2,3,0,0,0,2,3,0,Fuzzers,1
